school_id,abbr,school_canonical,source_major_code,raw_major_name,program_variant,year,method,block_group,mark,mark_scale,mark_normalized_30,mark_corrected,at_floor,mark_source_note,source_row_id,source_file,canonical_major_id,canonical_major_name,canonical_major_id,canonical_major_name
336,HANU,Trường Đại học Hà Nội,7480201,Công nghệ thông tin (dạy bằng tiếng Anh),english,2023,THPT,A01;D01,24.7,30,24.7,False,False,,134373,data/raw/thpt/336_2023.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201,Công nghệ thông tin (dạy bằng tiếng Anh),english,2024,THPT,A01;D01,24.17,30,24.17,False,False,,151714,data/raw/thpt/336_2024.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201 CLC,Công nghệ thông tin (dạy bằng tiếng Anh) - CLC,english,2020,THPT,D01,23.45,30,23.45,False,False,,92239,data/raw/thpt/336_2020.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201 CLC,Công nghệ thông tin (dạy bằng tiếng Anh) - CLC,english,2021,THPT,A01;D01,25.7,30,25.7,False,False,,108734,data/raw/thpt/336_2021.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201 CLC,Công nghệ thông tin (dạy bằng tiếng Anh) - CLC,english,2022,THPT,A01;D01,24.5,30,24.5,False,False,,122387,data/raw/thpt/336_2022.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201 CLC,Công nghệ thông tin (dạy bằng tiếng Anh) - CLC,english,2023,THPT,A01;D01,24.2,30,24.2,False,False,,134374,data/raw/thpt/336_2023.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201 TT,Công nghệ thông tin (dạy bằng tiếng Anh) - CTTT,english,2025,THPT,A01; D01; X26,24.8,30,24.8,False,False,,196074,data/raw/thpt/336_2025.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
336,HANU,Trường Đại học Hà Nội,7480201 TT,Công nghệ thông tin (dạy bằng tiếng Anh) - TT,english,2024,THPT,A01;D01,16.7,30,16.7,False,False,,151715,data/raw/thpt/336_2024.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2019,THPT,"A00, A01, C01, D01",15.0,30,15.0,False,True,,84197,data/raw/thpt/375_2019.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201_V,Công nghệ thông tin,base,2019,THPT,"A00, A01, C01, D01",14.0,30,14.0,False,True,,84198,data/raw/thpt/375_2019.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2020,THPT,A00; A01; D01,17.0,30,17.0,False,False,,93235,data/raw/thpt/375_2020.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2021,THPT,A00;A01;D01;D07,20.0,30,20.0,False,False,,109178,data/raw/thpt/375_2021.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2022,THPT,A00;A01;D01;D07,23.0,30,23.0,False,False,,115298,data/raw/thpt/375_2022.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2023,THPT,A00;A01;D01;D07,24.0,30,24.0,False,False,,136832,data/raw/thpt/375_2023.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2024,THPT,A00;A01;D01;D07,23.75,30,23.75,False,False,,152826,data/raw/thpt/375_2024.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201,Công nghệ thông tin,base,2025,THPT,A00; A01; D01; D07; X06; X10; X26; X27,21.5,30,21.5,False,False,,275143,data/raw/thpt/375_2025.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201_CLC,"Công nghệ thông tin (chất lượng
cao)",clc,2022,THPT,A00;A01;D01;D07,23.5,30,23.5,False,False,,115300,data/raw/thpt/375_2022.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480201_CLC,Công nghệ thông tin CLC,clc,2021,THPT,A00;A01;D01;D07,22.5,30,22.5,False,False,,109179,data/raw/thpt/375_2021.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
375,HUMG,Trường Đại học Mỏ – Địa chất,7480109,Khoa học dữ liệu,base,2021,THPT,A00;A01;D01;D07,18.0,30,18.0,False,False,,109177,data/raw/thpt/375_2021.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
375,HUMG,Trường Đại học Mỏ – Địa chất,7460108,Khoa học dữ liệu,base,2022,THPT,A00;A01;D01;D07,20.5,30,20.5,False,False,,115299,data/raw/thpt/375_2022.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
375,HUMG,Trường Đại học Mỏ – Địa chất,7460108,Khoa học dữ liệu,base,2023,THPT,A00;A01;D01;D07,23.0,30,23.0,False,False,,136831,data/raw/thpt/375_2023.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
375,HUMG,Trường Đại học Mỏ – Địa chất,7460108,Khoa học dữ liệu,base,2024,THPT,A00;A01;D01;D07,21.75,30,21.75,False,False,,152831,data/raw/thpt/375_2024.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
375,HUMG,Trường Đại học Mỏ – Địa chất,7460108,Khoa học dữ liệu,base,2025,THPT,A00; A01; D01; D07; X06; X10; X26; X27,20.0,30,20.0,False,False,,275175,data/raw/thpt/375_2025.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT93,Khoa học dữ liệu,base,2020,THPT,A00; A01; D07; D08,25.2,30,25.2,False,False,,92281,data/raw/thpt/346_2020.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT93,Khoa học dữ liệu,base,2021,THPT,A00;A01;D07;D08,26.55,30,26.55,False,False,,107653,data/raw/thpt/346_2021.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT93,Khoa học dữ liệu,base,2022,THPT,A00;A01;D07;D08,26.45,30,26.45,False,False,,113470,data/raw/thpt/346_2022.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT93,Khoa học dữ liệu,base,2023,THPT,A00;A01;D07;D08,34.85,40,26.14,False,False,NORMALIZED thang40->30 via x0.75 (assumes near-equal subjects): HUS Khoa học dữ liệu on thang điểm 40 (Toán nhân hệ số 2 + 2 môn còn lại). Source: VNU 2023 announcement vnu.edu.vn/diem-chuan-...-2023-post33562. Normalize to 30 via x0.75.,131672,data/raw/thpt/346_2023.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT93,Khoa học dữ liệu,base,2024,THPT,A00;A01;D07;D08,35.0,40,26.25,False,False,NORMALIZED thang40->30 via x0.75 (assumes near-equal subjects): HUS Khoa học dữ liệu on thang điểm 40 (Toán hệ số 2). Source: govt portal xaydungchinhsach.chinhphu.vn HUS 2024. Normalize to 30 via x0.75.,150562,data/raw/thpt/346_2024.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT93,Khoa học dữ liệu,base,2025,THPT,A00; A01; C01; D07; D08; X26,26.0,30,26.0,False,False,,181681,data/raw/thpt/346_2025.json,khoa-hoc-du-lieu,Khoa học dữ liệu,khoa-hoc-du-lieu,Khoa học dữ liệu
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT98,Khoa học máy tính và thông tin,base,2022,THPT,A00;A01;D07;D08,26.35,30,26.35,False,False,,113469,data/raw/thpt/346_2022.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT98,Khoa học máy tính và thông tin,base,2023,THPT,A00;A01;D07;D08,34.7,40,26.03,False,False,NORMALIZED thang40->30 via x0.75 (assumes near-equal subjects): HUS Khoa học máy tính và thông tin on thang điểm 40 (Toán hệ số 2). Source: VNU 2023 announcement. Normalize to 30 via x0.75.,131671,data/raw/thpt/346_2023.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT98,Khoa học máy tính và thông tin,base,2024,THPT,A00;A01;D07;D08,34.7,40,26.03,True,False,"CORRECTED from bronze 34.0 -> 34.7: tuyensinh247 published 34.0 (bronze); corrected to official 34.7 per govt portal xaydungchinhsach.chinhphu.vn (HUS 2024), corroborated by VietnamNet & Dan Tri (all four Toan-group programs scored >34.45 in 2024, which excludes 34.0). | NORMALIZED thang40->30 via x0.75 (assumes near-equal subjects): HUS Khoa học máy tính và thông tin on thang điểm 40 (Toán hệ số 2). Source: govt portal HUS 2024. Normalize to 30 via x0.75.",150561,data/raw/thpt/346_2024.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT98,Khoa học máy tính và thông tin,base,2025,THPT,A00; A01; C01; D07; D08; X26,25.35,30,25.35,False,False,,181686,data/raw/thpt/346_2025.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT40,Máy tính và khoa học thông tin,clc,2020,THPT,A00; A01; D07; D08,24.8,30,24.8,False,False,,92280,data/raw/thpt/346_2020.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT90,Máy tính và khoa học thông tin,base,2020,THPT,A00; A01; D07; D08,26.1,30,26.1,False,False,,92279,data/raw/thpt/346_2020.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT40,Máy tính và khoa học thông tin (Chất lượng cao),clc,2021,THPT,A00;A01;D07;D08,26.6,30,26.6,False,False,,107652,data/raw/thpt/346_2021.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT90,Máy tính và khoa học thông tin*,base,2019,THPT,"A00, A01, D07, D08",23.5,30,23.5,False,False,,81184,data/raw/thpt/346_2019.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
346,HUS,Trường Đại học Khoa học Tự nhiên – ĐHQG Hà Nội,QHT40,Máy tính và khoa học thông tin**,clc,2019,THPT,"A00, A01, D07, D08",20.75,30,20.75,False,False,,81185,data/raw/thpt/346_2019.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT-E15,An toàn không gian số - Cyber Security (CT Tiên tiến),advanced,2025,THPT,A00; A01,28.69,30,28.69,False,False,,177869,data/raw/thpt/302_2025.json,an-toan-thong-tin,An toàn thông tin,an-toan-thong-tin,An toàn thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E15,An toàn không gian số - Cyber Security (CT Tiên tiến),advanced,2025,THPT,B03; C01; C02; X02,28.69,30,28.69,False,False,,177870,data/raw/thpt/302_2025.json,an-toan-thong-tin,An toàn thông tin,an-toan-thong-tin,An toàn thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E15,An toàn không gian số - Cyber security (CT tiên tiến),advanced,2023,THPT,A00;A01,28.05,30,28.05,False,False,,131249,data/raw/thpt/302_2023.json,an-toan-thong-tin,An toàn thông tin,an-toan-thong-tin,An toàn thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E15,An toàn không gian số - Cyber security (CT tiên tiến),advanced,2024,THPT,A00;A01,27.9,30,27.9,False,False,,159872,data/raw/thpt/302_2024.json,an-toan-thong-tin,An toàn thông tin,an-toan-thong-tin,An toàn thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E15,An toàn không gian số* (Chương trình tiên tiến),advanced,2021,THPT,A00;A01,27.44,30,27.44,False,False,,99918,data/raw/thpt/302_2021.json,an-toan-thong-tin,An toàn thông tin,an-toan-thong-tin,An toàn thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,base,2019,THPT,"A00, A01",27.42,30,27.42,False,False,,83968,data/raw/thpt/302_2019.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,base,2020,THPT,"A00, A01",29.04,30,29.04,False,False,,96419,data/raw/thpt/302_2020.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT1x,CNTT: Khoa học Máy tính,base,2020,THPT,A19,26.27,30,26.27,False,False,,96420,data/raw/thpt/302_2020.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,base,2023,THPT,A00;A01,29.42,30,29.42,False,False,,131246,data/raw/thpt/302_2023.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,base,2024,THPT,A00;A01,28.53,30,28.53,False,False,,159869,data/raw/thpt/302_2024.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,base,2025,THPT,A00; A01,29.19,30,29.19,False,False,,177863,data/raw/thpt/302_2025.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT1,CNTT: Khoa học Máy tính,base,2025,THPT,B03; C01; C02; X02,29.19,30,29.19,False,False,,177864,data/raw/thpt/302_2025.json,khoa-hoc-may-tinh,Khoa học máy tính,khoa-hoc-may-tinh,Khoa học máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,base,2019,THPT,"A00, A01",26.85,30,26.85,False,False,,83969,data/raw/thpt/302_2019.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,base,2020,THPT,"A00, A01",28.65,30,28.65,False,False,,96421,data/raw/thpt/302_2020.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2x,CNTT: Kỹ thuật Máy tính,base,2020,THPT,A19,25.63,30,25.63,False,False,,96422,data/raw/thpt/302_2020.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2y,CNTT: Kỹ thuật Máy tính,base,2022,THPT,A00;A01,28.29,30,28.29,False,False,,116295,data/raw/thpt/302_2022.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,base,2023,THPT,A00;A01,28.29,30,28.29,False,False,,131247,data/raw/thpt/302_2023.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,base,2024,THPT,A00;A01,28.48,30,28.48,False,False,,159870,data/raw/thpt/302_2024.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,base,2025,THPT,A00; A01,28.83,30,28.83,False,False,,177865,data/raw/thpt/302_2025.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT2,CNTT: Kỹ thuật Máy tính,base,2025,THPT,B03; C01; C02; X02,28.83,30,28.83,False,False,,177866,data/raw/thpt/302_2025.json,ky-thuat-may-tinh,Kỹ thuật máy tính,ky-thuat-may-tinh,Kỹ thuật máy tính
302,HUST,Đại học Bách khoa Hà Nội,IT-E10,Chương trình tiên tiến Khoa học dữ liệu và Trí tuệ nhân tạo,advanced,2019,THPT,"A00, A01",27.0,30,27.0,False,False,,83962,data/raw/thpt/302_2019.json,ttnt-va-khoa-hoc-du-lieu,Trí tuệ nhân tạo và Khoa học dữ liệu,ttnt-va-khoa-hoc-du-lieu,Trí tuệ nhân tạo và Khoa học dữ liệu
302,HUST,Đại học Bách khoa Hà Nội,IT-E7,Công nghệ Thông tin (Global ICT),joint,2024,THPT,A00;A01,28.01,30,28.01,False,False,,159874,data/raw/thpt/302_2024.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E6,Công nghệ Thông tin (Việt – Nhật),joint,2024,THPT,A00;A01;D28,27.35,30,27.35,False,False,,159873,data/raw/thpt/302_2024.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-EP,Công nghệ Thông tin (Việt-Pháp),joint,2024,THPT,A00;A01;D29,27.35,30,27.35,False,False,,159875,data/raw/thpt/302_2024.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E7,Công nghệ Thông tin Global ICT (CT tiên tiến),joint,2023,THPT,A00;A01,28.16,30,28.16,False,False,,131251,data/raw/thpt/302_2023.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E7,Công nghệ Thông tin Global ICT (Chương trình tiên tiến),joint,2021,THPT,A00;A01,27.85,30,27.85,False,False,,99916,data/raw/thpt/302_2021.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E6,Công nghệ Thông tin Việt – Nhật (tăng cường tiếng Nhật),joint,2023,THPT,A00;A01;D28,27.64,30,27.64,False,False,,131250,data/raw/thpt/302_2023.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E6,Công nghệ Thông tin Việt-Nhật (Chương trình tiên tiến),joint,2021,THPT,A00;A01;D28,27.4,30,27.4,False,False,,99915,data/raw/thpt/302_2021.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-EP,Công nghệ Thông tin Việt-Pháp (Chương trình tiên tiến),joint,2021,THPT,A00;A01;D29,27.19,30,27.19,False,False,,99919,data/raw/thpt/302_2021.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-EP,Công nghệ Thông tin Việt-Pháp (tăng cường tiếng Pháp),joint,2023,THPT,A00;A01;D29,27.32,30,27.32,False,False,,131252,data/raw/thpt/302_2023.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E7,Công nghệ thông tin (Global ICT),joint,2020,THPT,"A00, A01",28.38,30,28.38,False,False,,96427,data/raw/thpt/302_2020.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E7x,Công nghệ thông tin (Global ICT),joint,2020,THPT,A19,25.14,30,25.14,False,False,,96428,data/raw/thpt/302_2020.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
302,HUST,Đại học Bách khoa Hà Nội,IT-E7,Công nghệ thông tin (Global ICT),joint,2025,THPT,A00; A01,28.66,30,28.66,False,False,,177873,data/raw/thpt/302_2025.json,cong-nghe-thong-tin,Công nghệ thông tin,cong-nghe-thong-tin,Công nghệ thông tin
