school_id,source_code,year,correct_mark,source_note
346,QHT98,2024,34.7,"tuyensinh247 published 34.0 (bronze); corrected to official 34.7 per govt portal xaydungchinhsach.chinhphu.vn (HUS 2024), corroborated by VietnamNet & Dan Tri (all four Toan-group programs scored >34.45 in 2024, which excludes 34.0)."
